Using Master Port: 43311
Autodetected device type: cuda
Tokens / micro-batch / rank: 8 x 2048 = 16,384
Tokens / micro-batch: 32,768
Total batch size 524,288 => gradient accumulation steps: 16
Scaling the LR for the AdamW parameters ∝1/√(1664/768) = 0.679366
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([26]), sliced=False
AdamW: 1 param of shape torch.Size([26]), sliced=False
Muon: 13 params of shape torch.Size([13, 32]), chunk_size=7
Muon: 104 params of shape torch.Size([1664, 1664]), chunk_size=52
Muon: 26 params of shape torch.Size([1664, 6656]), chunk_size=13
Muon: 26 params of shape torch.Size([6656, 1664]), chunk_size=13
Step 00000 | Validation bpb: 0.5758
step 00001 (0.12%) | loss: 1.109772 | lrm: 1.00 | dt: 69877.43ms | tok/sec: 7,502 | mfu: 2.35 | epoch: 1 | total time: 0.00m
step 00002 (0.24%) | loss: 1.424769 | lrm: 1.00 | dt: 3535.33ms | tok/sec: 148,299 | mfu: 46.37 | epoch: 1 | total time: 0.00m
step 00003 (0.36%) | loss: 1.553704 | lrm: 1.00 | dt: 3902.67ms | tok/sec: 134,340 | mfu: 42.01 | epoch: 1 | total time: 0.00m
step 00004 (0.48%) | loss: 1.580352 | lrm: 1.00 | dt: 3875.99ms | tok/sec: 135,265 | mfu: 42.30 | epoch: 1 | total time: 0.00m
step 00005 (0.61%) | loss: 1.582469 | lrm: 1.00 | dt: 3542.27ms | tok/sec: 148,009 | mfu: 46.28 | epoch: 1 | total time: 0.00m
step 00006 (0.73%) | loss: 1.555011 | lrm: 1.00 | dt: 3551.80ms | tok/sec: 147,611 | mfu: 46.16 | epoch: 1 | total time: 0.00m
step 00007 (0.85%) | loss: 1.566779 | lrm: 1.00 | dt: 3551.37ms | tok/sec: 147,629 | mfu: 46.16 | epoch: 1 | total time: 0.00m
step 00008 (0.97%) | loss: 1.556260 | lrm: 1.00 | dt: 3553.39ms | tok/sec: 147,545 | mfu: 46.14 | epoch: 1 | total time: 0.00m
step 00009 (1.09%) | loss: 1.535812 | lrm: 1.00 | dt: 3543.58ms | tok/sec: 147,954 | mfu: 46.27 | epoch: 1 | total time: 0.00m
step 00010 (1.21%) | loss: 1.488897 | lrm: 1.00 | dt: 3543.69ms | tok/sec: 147,949 | mfu: 46.26 | epoch: 1 | total time: 0.00m
step 00011 (1.34%) | loss: 1.467509 | lrm: 1.00 | dt: 3548.09ms | tok/sec: 147,766 | mfu: 46.21 | epoch: 1 | total time: 0.06m
