
                                                       █████                █████
                                                      ░░███                ░░███
     ████████    ██████   ████████    ██████   ██████  ░███████    ██████  ███████
    ░░███░░███  ░░░░░███ ░░███░░███  ███░░███ ███░░███ ░███░░███  ░░░░░███░░░███░
     ░███ ░███   ███████  ░███ ░███ ░███ ░███░███ ░░░  ░███ ░███   ███████  ░███
     ░███ ░███  ███░░███  ░███ ░███ ░███ ░███░███  ███ ░███ ░███  ███░░███  ░███ ███
     ████ █████░░████████ ████ █████░░██████ ░░██████  ████ █████░░███████  ░░█████
    ░░░░ ░░░░░  ░░░░░░░░ ░░░░ ░░░░░  ░░░░░░   ░░░░░░  ░░░░ ░░░░░  ░░░░░░░░   ░░░░░
    
Autodetected device type: cuda
GPU: NVIDIA H100 80GB HBM3 | Peak FLOPS (BF16): 9.89e+14
✓ Using Flash Attention 3 (Hopper GPU detected), efficient, new and awesome. 其实用的还是 Flash Attention 2, v2.8.3 版本, 是否有针对 H100 的特定优化待考量.
Vocab size: 32,768
num_layers: 26
model_dim: 1664 (base: 1664, nudge: +0)
num_heads: 13
head_dim: 128
num_kv_heads: 13
Tokens / micro-batch / rank: 8 x 2048 = 16,384
Tokens / micro-batch: 32,768
Total batch size 524,288 => gradient accumulation steps: 16
Scaling weight decay from 0.200000 to 0.042604 for depth 26
Number of parameters: 1,681,790,292 (scaling: 1,681,790,292)
Estimated FLOPs per token: 6.185320e+09
Calculated number of iterations from target data:param ratio: 54,531
Total number of training tokens: 28,589,948,928
Tokens : Params ratio: 17.00
Total training FLOPs estimate: 1.768380e+20
Scaling the LR for the AdamW parameters ∝1/√(1664/768) = 0.679366
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([26]), sliced=False
AdamW: 1 param of shape torch.Size([26]), sliced=False
Muon: 13 params of shape torch.Size([13, 32]), chunk_size=7
Muon: 104 params of shape torch.Size([1664, 1664]), chunk_size=52
Muon: 26 params of shape torch.Size([1664, 6656]), chunk_size=13
Muon: 26 params of shape torch.Size([6656, 1664]), chunk_size=13
Step 00000 | Validation bpb: 3.166698
step 00000/54531 (0.00%) | loss: 10.397713 | lrm: 1.00 | dt: 20868.90ms | tok/sec: 25,122 | mfu: 7.86 | epoch: 1 | total time: 0.00m
step 00001/54531 (0.00%) | loss: 10.792552 | lrm: 1.00 | dt: 3657.59ms | tok/sec: 143,342 | mfu: 44.82 | epoch: 1 | total time: 0.00m
step 00002/54531 (0.00%) | loss: 10.663741 | lrm: 1.00 | dt: 4340.47ms | tok/sec: 120,790 | mfu: 37.77 | epoch: 1 | total time: 0.00m
step 00003/54531 (0.01%) | loss: 10.039266 | lrm: 1.00 | dt: 3651.78ms | tok/sec: 143,570 | mfu: 44.90 | epoch: 1 | total time: 0.00m
step 00004/54531 (0.01%) | loss: 10.090506 | lrm: 1.00 | dt: 3681.28ms | tok/sec: 142,420 | mfu: 44.54 | epoch: 1 | total time: 0.00m
step 00005/54531 (0.01%) | loss: 9.690762 | lrm: 1.00 | dt: 3663.98ms | tok/sec: 143,092 | mfu: 44.75 | epoch: 1 | total time: 0.00m
step 00006/54531 (0.01%) | loss: 9.638771 | lrm: 1.00 | dt: 3654.29ms | tok/sec: 143,471 | mfu: 44.86 | epoch: 1 | total time: 0.00m
step 00007/54531 (0.01%) | loss: 9.244070 | lrm: 1.00 | dt: 3656.77ms | tok/sec: 143,374 | mfu: 44.83 | epoch: 1 | total time: 0.00m
step 00008/54531 (0.01%) | loss: 8.991804 | lrm: 1.00 | dt: 3664.37ms | tok/sec: 143,077 | mfu: 44.74 | epoch: 1 | total time: 0.00m
step 00009/54531 (0.02%) | loss: 8.710845 | lrm: 1.00 | dt: 3667.57ms | tok/sec: 142,952 | mfu: 44.70 | epoch: 1 | total time: 0.00m
step 00010/54531 (0.02%) | loss: 8.460922 | lrm: 1.00 | dt: 3660.08ms | tok/sec: 143,244 | mfu: 44.79 | epoch: 1 | total time: 0.00m
step 00011/54531 (0.02%) | loss: 8.222112 | lrm: 1.00 | dt: 3662.81ms | tok/sec: 143,138 | mfu: 44.76 | epoch: 1 | total time: 0.06m | eta: 3328.3m
step 00012/54531 (0.02%) | loss: 8.016218 | lrm: 1.00 | dt: 3664.67ms | tok/sec: 143,065 | mfu: 44.74 | epoch: 1 | total time: 0.12m | eta: 3329.1m
step 00013/54531 (0.02%) | loss: 7.819205 | lrm: 1.00 | dt: 3670.47ms | tok/sec: 142,839 | mfu: 44.67 | epoch: 1 | total time: 0.18m | eta: 3331.0m
step 00014/54531 (0.03%) | loss: 7.626889 | lrm: 1.00 | dt: 3670.49ms | tok/sec: 142,838 | mfu: 44.67 | epoch: 1 | total time: 0.24m | eta: 3332.0m
step 00015/54531 (0.03%) | loss: 7.465982 | lrm: 1.00 | dt: 3665.62ms | tok/sec: 143,028 | mfu: 44.73 | epoch: 1 | total time: 0.31m | eta: 3331.7m
step 00016/54531 (0.03%) | loss: 7.329464 | lrm: 1.00 | dt: 3666.47ms | tok/sec: 142,995 | mfu: 44.72 | epoch: 1 | total time: 0.37m | eta: 3331.6m
step 00017/54531 (0.03%) | loss: 7.215581 | lrm: 1.00 | dt: 3664.55ms | tok/sec: 143,070 | mfu: 44.74 | epoch: 1 | total time: 0.43m | eta: 3331.2m
step 00018/54531 (0.03%) | loss: 7.096020 | lrm: 1.00 | dt: 3668.28ms | tok/sec: 142,924 | mfu: 44.69 | epoch: 1 | total time: 0.49m | eta: 3331.4m
step 00019/54531 (0.03%) | loss: 6.991069 | lrm: 1.00 | dt: 3667.33ms | tok/sec: 142,961 | mfu: 44.71 | epoch: 1 | total time: 0.55m | eta: 3331.4m
step 00020/54531 (0.04%) | loss: 6.876564 | lrm: 1.00 | dt: 3673.39ms | tok/sec: 142,726 | mfu: 44.63 | epoch: 1 | total time: 0.61m | eta: 3331.9m
step 00021/54531 (0.04%) | loss: 6.783209 | lrm: 1.00 | dt: 3668.29ms | tok/sec: 142,924 | mfu: 44.69 | epoch: 1 | total time: 0.67m | eta: 3331.9m
step 00022/54531 (0.04%) | loss: 6.701129 | lrm: 1.00 | dt: 3660.21ms | tok/sec: 143,239 | mfu: 44.79 | epoch: 1 | total time: 0.73m | eta: 3331.3m
step 00023/54531 (0.04%) | loss: 6.639132 | lrm: 1.00 | dt: 3668.64ms | tok/sec: 142,910 | mfu: 44.69 | epoch: 1 | total time: 0.79m | eta: 3331.4m
step 00024/54531 (0.04%) | loss: 6.573808 | lrm: 1.00 | dt: 3681.62ms | tok/sec: 142,406 | mfu: 44.53 | epoch: 1 | total time: 0.86m | eta: 3332.2m
step 00025/54531 (0.05%) | loss: 6.515220 | lrm: 1.00 | dt: 3675.53ms | tok/sec: 142,642 | mfu: 44.61 | epoch: 1 | total time: 0.92m | eta: 3332.6m
step 00026/54531 (0.05%) | loss: 6.473832 | lrm: 1.00 | dt: 3681.16ms | tok/sec: 142,424 | mfu: 44.54 | epoch: 1 | total time: 0.98m | eta: 3333.3m
step 00027/54531 (0.05%) | loss: 6.420831 | lrm: 1.00 | dt: 3680.30ms | tok/sec: 142,457 | mfu: 44.55 | epoch: 1 | total time: 1.04m | eta: 3333.8m
step 00028/54531 (0.05%) | loss: 6.362166 | lrm: 1.00 | dt: 3936.49ms | tok/sec: 133,186 | mfu: 41.65 | epoch: 1 | total time: 1.11m | eta: 3347.2m
step 00029/54531 (0.05%) | loss: 6.312974 | lrm: 1.00 | dt: 3660.63ms | tok/sec: 143,223 | mfu: 44.79 | epoch: 1 | total time: 1.17m | eta: 3346.0m
step 00030/54531 (0.06%) | loss: 6.269161 | lrm: 1.00 | dt: 3686.06ms | tok/sec: 142,235 | mfu: 44.48 | epoch: 1 | total time: 1.23m | eta: 3346.0m
step 00031/54531 (0.06%) | loss: 6.208841 | lrm: 1.00 | dt: 3669.50ms | tok/sec: 142,877 | mfu: 44.68 | epoch: 1 | total time: 1.29m | eta: 3345.4m
step 00032/54531 (0.06%) | loss: 6.157433 | lrm: 1.00 | dt: 3670.19ms | tok/sec: 142,850 | mfu: 44.67 | epoch: 1 | total time: 1.35m | eta: 3344.8m
step 00033/54531 (0.06%) | loss: 6.124029 | lrm: 1.00 | dt: 4043.90ms | tok/sec: 129,649 | mfu: 40.54 | epoch: 1 | total time: 1.42m | eta: 3359.0m
step 00034/54531 (0.06%) | loss: 6.093614 | lrm: 1.00 | dt: 3675.29ms | tok/sec: 142,651 | mfu: 44.61 | epoch: 1 | total time: 1.48m | eta: 3358.1m
step 00035/54531 (0.06%) | loss: 6.064059 | lrm: 1.00 | dt: 3668.11ms | tok/sec: 142,931 | mfu: 44.70 | epoch: 1 | total time: 1.54m | eta: 3357.0m
