
                                                       █████                █████
                                                      ░░███                ░░███
     ████████    ██████   ████████    ██████   ██████  ░███████    ██████  ███████
    ░░███░░███  ░░░░░███ ░░███░░███  ███░░███ ███░░███ ░███░░███  ░░░░░███░░░███░
     ░███ ░███   ███████  ░███ ░███ ░███ ░███░███ ░░░  ░███ ░███   ███████  ░███
     ░███ ░███  ███░░███  ░███ ░███ ░███ ░███░███  ███ ░███ ░███  ███░░███  ░███ ███
     ████ █████░░████████ ████ █████░░██████ ░░██████  ████ █████░░███████  ░░█████
    ░░░░ ░░░░░  ░░░░░░░░ ░░░░ ░░░░░  ░░░░░░   ░░░░░░  ░░░░ ░░░░░  ░░░░░░░░   ░░░░░
    
Autodetected device type: cuda
GPU: NVIDIA H100 80GB HBM3 | Peak FLOPS (BF16): 9.89e+14
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
WARNING: Flash Attention 3 not available, using PyTorch SDPA fallback
WARNING: Training will be less efficient without FA3
WARNING: SDPA has no support for sliding window attention (window_pattern='SSSL'). Your GPU utilization will be terrible.
WARNING: Recommend using --window-pattern L for full context attention without alternating sliding window patterns.
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
Vocab size: 32,768
num_layers: 26
model_dim: 1664 (base: 1664, nudge: +0)
num_heads: 13
head_dim: 128
num_kv_heads: 13
Tokens / micro-batch / rank: 8 x 2048 = 16,384
Tokens / micro-batch: 32,768
Total batch size 524,288 => gradient accumulation steps: 16
Scaling weight decay from 0.200000 to 0.042604 for depth 26
Number of parameters: 1,681,790,292 (scaling: 1,681,790,292)
Estimated FLOPs per token: 6.185320e+09
Calculated number of iterations from target data:param ratio: 54,531
Total number of training tokens: 28,589,948,928
Tokens : Params ratio: 17.00
Total training FLOPs estimate: 1.768380e+20
Scaling the LR for the AdamW parameters ∝1/√(1664/768) = 0.679366
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([26]), sliced=False
AdamW: 1 param of shape torch.Size([26]), sliced=False
Muon: 13 params of shape torch.Size([13, 32]), chunk_size=7
Muon: 104 params of shape torch.Size([1664, 1664]), chunk_size=52
Muon: 26 params of shape torch.Size([1664, 6656]), chunk_size=13
Muon: 26 params of shape torch.Size([6656, 1664]), chunk_size=13
Step 00000 | Validation bpb: 3.166698
step 00000/54531 (0.00%) | loss: 10.397713 | lrm: 1.00 | dt: 7391.40ms | tok/sec: 70,932 | mfu: 22.18 | epoch: 1 | total time: 0.00m
step 00001/54531 (0.00%) | loss: 10.792616 | lrm: 1.00 | dt: 7361.15ms | tok/sec: 71,223 | mfu: 22.27 | epoch: 1 | total time: 0.00m
step 00002/54531 (0.00%) | loss: 10.653381 | lrm: 1.00 | dt: 7388.56ms | tok/sec: 70,959 | mfu: 22.19 | epoch: 1 | total time: 0.00m
step 00003/54531 (0.01%) | loss: 10.550114 | lrm: 1.00 | dt: 7367.09ms | tok/sec: 71,166 | mfu: 22.25 | epoch: 1 | total time: 0.00m
step 00004/54531 (0.01%) | loss: 9.972765 | lrm: 1.00 | dt: 7423.85ms | tok/sec: 70,622 | mfu: 22.08 | epoch: 1 | total time: 0.00m
step 00005/54531 (0.01%) | loss: 9.757699 | lrm: 1.00 | dt: 7365.94ms | tok/sec: 71,177 | mfu: 22.26 | epoch: 1 | total time: 0.00m
step 00006/54531 (0.01%) | loss: 9.432235 | lrm: 1.00 | dt: 7355.10ms | tok/sec: 71,282 | mfu: 22.29 | epoch: 1 | total time: 0.00m
step 00007/54531 (0.01%) | loss: 9.154363 | lrm: 1.00 | dt: 7358.79ms | tok/sec: 71,246 | mfu: 22.28 | epoch: 1 | total time: 0.00m
step 00008/54531 (0.01%) | loss: 8.857781 | lrm: 1.00 | dt: 7381.78ms | tok/sec: 71,024 | mfu: 22.21 | epoch: 1 | total time: 0.00m
step 00009/54531 (0.02%) | loss: 8.558260 | lrm: 1.00 | dt: 7352.91ms | tok/sec: 71,303 | mfu: 22.30 | epoch: 1 | total time: 0.00m
step 00010/54531 (0.02%) | loss: 8.321245 | lrm: 1.00 | dt: 7377.75ms | tok/sec: 71,063 | mfu: 22.22 | epoch: 1 | total time: 0.00m
step 00011/54531 (0.02%) | loss: 8.093811 | lrm: 1.00 | dt: 7357.40ms | tok/sec: 71,259 | mfu: 22.28 | epoch: 1 | total time: 0.12m | eta: 6685.4m
step 00012/54531 (0.02%) | loss: 7.894584 | lrm: 1.00 | dt: 7372.51ms | tok/sec: 71,113 | mfu: 22.24 | epoch: 1 | total time: 0.25m | eta: 6692.2m
step 00013/54531 (0.02%) | loss: 7.705870 | lrm: 1.00 | dt: 7360.32ms | tok/sec: 71,231 | mfu: 22.27 | epoch: 1 | total time: 0.37m | eta: 6690.6m
step 00014/54531 (0.03%) | loss: 7.524069 | lrm: 1.00 | dt: 7355.14ms | tok/sec: 71,281 | mfu: 22.29 | epoch: 1 | total time: 0.49m | eta: 6688.6m
step 00015/54531 (0.03%) | loss: 7.372565 | lrm: 1.00 | dt: 7371.50ms | tok/sec: 71,123 | mfu: 22.24 | epoch: 1 | total time: 0.61m | eta: 6690.4m
step 00016/54531 (0.03%) | loss: 7.242510 | lrm: 1.00 | dt: 7353.34ms | tok/sec: 71,299 | mfu: 22.30 | epoch: 1 | total time: 0.74m | eta: 6688.7m
step 00017/54531 (0.03%) | loss: 7.133869 | lrm: 1.00 | dt: 7384.57ms | tok/sec: 70,997 | mfu: 22.20 | epoch: 1 | total time: 0.86m | eta: 6691.6m
step 00018/54531 (0.03%) | loss: 7.019784 | lrm: 1.00 | dt: 7360.31ms | tok/sec: 71,231 | mfu: 22.27 | epoch: 1 | total time: 0.98m | eta: 6690.9m
step 00019/54531 (0.03%) | loss: 6.919578 | lrm: 1.00 | dt: 7382.09ms | tok/sec: 71,021 | mfu: 22.21 | epoch: 1 | total time: 1.10m | eta: 6692.6m
step 00020/54531 (0.04%) | loss: 6.812029 | lrm: 1.00 | dt: 7362.00ms | tok/sec: 71,215 | mfu: 22.27 | epoch: 1 | total time: 1.23m | eta: 6692.1m
step 00021/54531 (0.04%) | loss: 6.725882 | lrm: 1.00 | dt: 7353.57ms | tok/sec: 71,297 | mfu: 22.30 | epoch: 1 | total time: 1.35m | eta: 6690.9m
step 00022/54531 (0.04%) | loss: 6.648418 | lrm: 1.00 | dt: 7375.86ms | tok/sec: 71,081 | mfu: 22.23 | epoch: 1 | total time: 1.47m | eta: 6691.6m
step 00023/54531 (0.04%) | loss: 6.590735 | lrm: 1.00 | dt: 7364.11ms | tok/sec: 71,195 | mfu: 22.26 | epoch: 1 | total time: 1.60m | eta: 6691.4m
step 00024/54531 (0.04%) | loss: 6.529149 | lrm: 1.00 | dt: 7375.15ms | tok/sec: 71,088 | mfu: 22.23 | epoch: 1 | total time: 1.72m | eta: 6691.9m
step 00025/54531 (0.05%) | loss: 6.471754 | lrm: 1.00 | dt: 7376.34ms | tok/sec: 71,076 | mfu: 22.23 | epoch: 1 | total time: 1.84m | eta: 6692.4m
step 00026/54531 (0.05%) | loss: 6.433918 | lrm: 1.00 | dt: 7370.53ms | tok/sec: 71,133 | mfu: 22.24 | epoch: 1 | total time: 1.96m | eta: 6692.5m
step 00027/54531 (0.05%) | loss: 6.384512 | lrm: 1.00 | dt: 7384.24ms | tok/sec: 71,000 | mfu: 22.20 | epoch: 1 | total time: 2.09m | eta: 6693.3m
step 00028/54531 (0.05%) | loss: 6.329509 | lrm: 1.00 | dt: 7360.58ms | tok/sec: 71,229 | mfu: 22.27 | epoch: 1 | total time: 2.21m | eta: 6692.7m
step 00029/54531 (0.05%) | loss: 6.284007 | lrm: 1.00 | dt: 7353.57ms | tok/sec: 71,297 | mfu: 22.29 | epoch: 1 | total time: 2.33m | eta: 6691.9m
step 00030/54531 (0.06%) | loss: 6.244153 | lrm: 1.00 | dt: 7394.46ms | tok/sec: 70,902 | mfu: 22.17 | epoch: 1 | total time: 2.46m | eta: 6693.1m
step 00031/54531 (0.06%) | loss: 6.190308 | lrm: 1.00 | dt: 7358.85ms | tok/sec: 71,245 | mfu: 22.28 | epoch: 1 | total time: 2.58m | eta: 6692.5m
step 00032/54531 (0.06%) | loss: 6.144509 | lrm: 1.00 | dt: 7365.15ms | tok/sec: 71,184 | mfu: 22.26 | epoch: 1 | total time: 2.70m | eta: 6692.3m
step 00033/54531 (0.06%) | loss: 6.115209 | lrm: 1.00 | dt: 7395.59ms | tok/sec: 70,891 | mfu: 22.17 | epoch: 1 | total time: 2.82m | eta: 6693.3m
step 00034/54531 (0.06%) | loss: 6.092981 | lrm: 1.00 | dt: 7358.90ms | tok/sec: 71,245 | mfu: 22.28 | epoch: 1 | total time: 2.95m | eta: 6692.8m
step 00035/54531 (0.06%) | loss: 6.068370 | lrm: 1.00 | dt: 7362.95ms | tok/sec: 71,206 | mfu: 22.27 | epoch: 1 | total time: 3.07m | eta: 6692.4m
step 00036/54531 (0.07%) | loss: 6.045097 | lrm: 1.00 | dt: 7357.52ms | tok/sec: 71,258 | mfu: 22.28 | epoch: 1 | total time: 3.19m | eta: 6691.9m
step 00037/54531 (0.07%) | loss: 6.018996 | lrm: 1.00 | dt: 7379.54ms | tok/sec: 71,046 | mfu: 22.22 | epoch: 1 | total time: 3.32m | eta: 6692.2m
