
                                                       █████                █████
                                                      ░░███                ░░███
     ████████    ██████   ████████    ██████   ██████  ░███████    ██████  ███████
    ░░███░░███  ░░░░░███ ░░███░░███  ███░░███ ███░░███ ░███░░███  ░░░░░███░░░███░
     ░███ ░███   ███████  ░███ ░███ ░███ ░███░███ ░░░  ░███ ░███   ███████  ░███
     ░███ ░███  ███░░███  ░███ ░███ ░███ ░███░███  ███ ░███ ░███  ███░░███  ░███ ███
     ████ █████░░████████ ████ █████░░██████ ░░██████  ████ █████░░███████  ░░█████
    ░░░░ ░░░░░  ░░░░░░░░ ░░░░ ░░░░░  ░░░░░░   ░░░░░░  ░░░░ ░░░░░  ░░░░░░░░   ░░░░░
    
Autodetected device type: cuda
GPU: NVIDIA H100 80GB HBM3 | Peak FLOPS (BF16): 9.89e+14
✓ Using Flash Attention 3 (Hopper GPU detected), efficient, new and awesome. 其实用的还是 Flash Attention 2, v2.8.3 版本, 是否有针对 H100 的特定优化待考量.
Vocab size: 32,768
num_layers: 26
model_dim: 1664 (base: 1664, nudge: +0)
num_heads: 13
head_dim: 128
num_kv_heads: 13
Tokens / micro-batch / rank: 8 x 2048 = 16,384
Tokens / micro-batch: 32,768
Total batch size 524,288 => gradient accumulation steps: 16
Scaling weight decay from 0.200000 to 0.042604 for depth 26
Number of parameters: 1,681,790,292 (scaling: 1,681,790,292)
Estimated FLOPs per token: 6.185320e+09
Calculated number of iterations from target data:param ratio: 54,531
Total number of training tokens: 28,589,948,928
Tokens : Params ratio: 17.00
Total training FLOPs estimate: 1.768380e+20
Scaling the LR for the AdamW parameters ∝1/√(1664/768) = 0.679366
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([26]), sliced=False
AdamW: 1 param of shape torch.Size([26]), sliced=False
Muon: 13 params of shape torch.Size([13, 32]), chunk_size=7
Muon: 104 params of shape torch.Size([1664, 1664]), chunk_size=52
Muon: 26 params of shape torch.Size([1664, 6656]), chunk_size=13
Muon: 26 params of shape torch.Size([6656, 1664]), chunk_size=13
Step 00000 | Validation bpb: 3.166698
step 00000/54531 (0.00%) | loss: 10.397713 | lrm: 1.00 | dt: 79990.39ms | tok/sec: 6,554 | mfu: 2.05 | epoch: 1 | total time: 0.00m
step 00001/54531 (0.00%) | loss: 10.792553 | lrm: 1.00 | dt: 3637.01ms | tok/sec: 144,153 | mfu: 45.08 | epoch: 1 | total time: 0.00m
step 00002/54531 (0.00%) | loss: 10.663745 | lrm: 1.00 | dt: 3637.55ms | tok/sec: 144,132 | mfu: 45.07 | epoch: 1 | total time: 0.00m
step 00003/54531 (0.01%) | loss: 10.039256 | lrm: 1.00 | dt: 3634.98ms | tok/sec: 144,234 | mfu: 45.10 | epoch: 1 | total time: 0.00m
step 00004/54531 (0.01%) | loss: 10.090484 | lrm: 1.00 | dt: 3665.20ms | tok/sec: 143,044 | mfu: 44.73 | epoch: 1 | total time: 0.00m
step 00005/54531 (0.01%) | loss: 9.690690 | lrm: 1.00 | dt: 3642.07ms | tok/sec: 143,953 | mfu: 45.01 | epoch: 1 | total time: 0.00m
step 00006/54531 (0.01%) | loss: 9.638466 | lrm: 1.00 | dt: 3636.22ms | tok/sec: 144,184 | mfu: 45.09 | epoch: 1 | total time: 0.00m
step 00007/54531 (0.01%) | loss: 9.243670 | lrm: 1.00 | dt: 3648.94ms | tok/sec: 143,682 | mfu: 44.93 | epoch: 1 | total time: 0.00m
step 00008/54531 (0.01%) | loss: 8.991503 | lrm: 1.00 | dt: 3648.13ms | tok/sec: 143,714 | mfu: 44.94 | epoch: 1 | total time: 0.00m
step 00009/54531 (0.02%) | loss: 8.710520 | lrm: 1.00 | dt: 3659.63ms | tok/sec: 143,262 | mfu: 44.80 | epoch: 1 | total time: 0.00m
step 00010/54531 (0.02%) | loss: 8.460597 | lrm: 1.00 | dt: 3651.47ms | tok/sec: 143,582 | mfu: 44.90 | epoch: 1 | total time: 0.00m
step 00011/54531 (0.02%) | loss: 8.221814 | lrm: 1.00 | dt: 3656.68ms | tok/sec: 143,378 | mfu: 44.84 | epoch: 1 | total time: 0.06m | eta: 3322.7m
step 00012/54531 (0.02%) | loss: 8.015958 | lrm: 1.00 | dt: 3659.87ms | tok/sec: 143,253 | mfu: 44.80 | epoch: 1 | total time: 0.12m | eta: 3324.1m
step 00013/54531 (0.02%) | loss: 7.818984 | lrm: 1.00 | dt: 3650.96ms | tok/sec: 143,602 | mfu: 44.91 | epoch: 1 | total time: 0.18m | eta: 3321.8m
step 00014/54531 (0.03%) | loss: 7.626923 | lrm: 1.00 | dt: 3654.34ms | tok/sec: 143,469 | mfu: 44.86 | epoch: 1 | total time: 0.24m | eta: 3321.4m
step 00015/54531 (0.03%) | loss: 7.467243 | lrm: 1.00 | dt: 3651.42ms | tok/sec: 143,584 | mfu: 44.90 | epoch: 1 | total time: 0.30m | eta: 3320.6m
step 00016/54531 (0.03%) | loss: 7.330331 | lrm: 1.00 | dt: 3649.71ms | tok/sec: 143,651 | mfu: 44.92 | epoch: 1 | total time: 0.37m | eta: 3319.8m
step 00017/54531 (0.03%) | loss: 7.215754 | lrm: 1.00 | dt: 3657.21ms | tok/sec: 143,357 | mfu: 44.83 | epoch: 1 | total time: 0.43m | eta: 3320.2m
step 00018/54531 (0.03%) | loss: 7.096329 | lrm: 1.00 | dt: 3655.00ms | tok/sec: 143,443 | mfu: 44.86 | epoch: 1 | total time: 0.49m | eta: 3320.2m
step 00019/54531 (0.03%) | loss: 6.991464 | lrm: 1.00 | dt: 3661.20ms | tok/sec: 143,201 | mfu: 44.78 | epoch: 1 | total time: 0.55m | eta: 3320.8m
step 00020/54531 (0.04%) | loss: 6.877370 | lrm: 1.00 | dt: 3653.31ms | tok/sec: 143,510 | mfu: 44.88 | epoch: 1 | total time: 0.61m | eta: 3320.6m
step 00021/54531 (0.04%) | loss: 6.785011 | lrm: 1.00 | dt: 3664.09ms | tok/sec: 143,088 | mfu: 44.74 | epoch: 1 | total time: 0.67m | eta: 3321.3m
step 00022/54531 (0.04%) | loss: 6.700938 | lrm: 1.00 | dt: 3657.79ms | tok/sec: 143,334 | mfu: 44.82 | epoch: 1 | total time: 0.73m | eta: 3321.4m
step 00023/54531 (0.04%) | loss: 6.640358 | lrm: 1.00 | dt: 3654.91ms | tok/sec: 143,447 | mfu: 44.86 | epoch: 1 | total time: 0.79m | eta: 3321.3m
step 00024/54531 (0.04%) | loss: 6.574878 | lrm: 1.00 | dt: 3664.43ms | tok/sec: 143,075 | mfu: 44.74 | epoch: 1 | total time: 0.85m | eta: 3321.7m
step 00025/54531 (0.05%) | loss: 6.514966 | lrm: 1.00 | dt: 3661.51ms | tok/sec: 143,188 | mfu: 44.78 | epoch: 1 | total time: 0.91m | eta: 3322.0m
step 00026/54531 (0.05%) | loss: 6.473084 | lrm: 1.00 | dt: 3663.30ms | tok/sec: 143,118 | mfu: 44.75 | epoch: 1 | total time: 0.98m | eta: 3322.3m
step 00027/54531 (0.05%) | loss: 6.420165 | lrm: 1.00 | dt: 3660.90ms | tok/sec: 143,212 | mfu: 44.78 | epoch: 1 | total time: 1.04m | eta: 3322.4m
step 00028/54531 (0.05%) | loss: 6.362190 | lrm: 1.00 | dt: 3659.57ms | tok/sec: 143,264 | mfu: 44.80 | epoch: 1 | total time: 1.10m | eta: 3322.5m
step 00029/54531 (0.05%) | loss: 6.313765 | lrm: 1.00 | dt: 3662.63ms | tok/sec: 143,145 | mfu: 44.76 | epoch: 1 | total time: 1.16m | eta: 3322.7m
step 00030/54531 (0.06%) | loss: 6.269800 | lrm: 1.00 | dt: 3667.88ms | tok/sec: 142,940 | mfu: 44.70 | epoch: 1 | total time: 1.22m | eta: 3323.1m
step 00031/54531 (0.06%) | loss: 6.209739 | lrm: 1.00 | dt: 3656.15ms | tok/sec: 143,399 | mfu: 44.84 | epoch: 1 | total time: 1.28m | eta: 3322.9m
step 00032/54531 (0.06%) | loss: 6.157780 | lrm: 1.00 | dt: 3660.01ms | tok/sec: 143,247 | mfu: 44.79 | epoch: 1 | total time: 1.34m | eta: 3322.9m
step 00033/54531 (0.06%) | loss: 6.123797 | lrm: 1.00 | dt: 3668.07ms | tok/sec: 142,932 | mfu: 44.70 | epoch: 1 | total time: 1.40m | eta: 3323.2m
step 00034/54531 (0.06%) | loss: 6.093181 | lrm: 1.00 | dt: 3658.34ms | tok/sec: 143,313 | mfu: 44.81 | epoch: 1 | total time: 1.46m | eta: 3323.2m
step 00035/54531 (0.06%) | loss: 6.064350 | lrm: 1.00 | dt: 3665.85ms | tok/sec: 143,019 | mfu: 44.72 | epoch: 1 | total time: 1.52m | eta: 3323.4m
